ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
643,300000,1,2,2,59,-1,0,-1,-1,-1,-1,179663,171789,149552,164274,197961,185922,37269,28955,9189,41176,8309,59070,0
644,120000,1,2,2,21,0,-1,-1,0,0,-1,11544,12269,13297,14342,14050,10499,3345,2173,2288,1725,2978,1673,0
645,300000,2,4,1,53,0,1,-1,0,0,1,223069,178550,198985,240560,171285,208775,9507,52332,5200,54724,45832,29208,1
646,80000,1,1,1,44,-1,-1,-1,0,0,-1,72283,75174,89200,81183,88052,86155,19013,4522,13654,18823,9421,24438,0
647,120000,2,4,1,37,-1,-1,-1,-1,-1,-1,94496,115281,88669,105911,119880,98491,21677,16885,5025,16502,36214,2008,0
648,120000,2,1,2,61,-1,-1,-1,-1,0,-1,55763,39545,52500,48534,50666,48556,9936,10710,2917,1549,5464,11969,0
649,500000,2,2,1,60,3,2,1,2,2,2,116429,134641,138606,160712,151557,151028,4185,31921,35366,22653,28698,13776,0
650,300000,1,2,2,36,-1,0,0,0,0,-1,42091,55249,57276,49175,44851,52165,13670,9038,20037,9229,13839,12994,0
651,120000,2,2,2,21,0,1,-1,-1,0,0,113280,118470,127131,99238,109224,106578,20113,11140,10701,33100,28789,17532,0
652,200000,1,4,2,27,3,3,2,3,3,3,27117,24299,27225,28088,26620,28915,4118,8075,2607,7304,5593,771,0
653,50000,2,1,1,26,0,-1,0,-1,1,1,36762,28183,27302,34527,33245,26429,11186,4357,3216,1920,7496,8153,0
654,300000,1,4,1,67,1,0,0,0,-1,0,106357,135787,117696,121946,109859,97937,31805,42051,32847,14568,6144,19622,0
655,120000,1,2,2,49,0,1,0,0,0,-1,138643,103576,137316,129025,127439,116768,36046,28657,25670,24792,31958,14419,1
656,120000,1,2,2,52,1,0,-1,0,0,0,66824,58303,67565,60149,72685,55257,19625,17741,14075,10157,16131,13931,0
657,300000,2,4,2,31,1,0,1,0,0,0,193772,145800,197599,166156,194650,152130,11825,3730,39588,3604,9323,27940,0
658,200000,1,1,1,60,2,1,3,2,3,2,153437,182402,207649,162863,158158,159487,41597,32383,68385,53514,9651,5029,1
659,20000,2,4,2,54,1,2,1,2,1,1,18421,20550,18078,22315,19113,21044,2362,2170,569,7103,6506,4936,1
660,80000,2,2,1,56,0,0,0,0,1,0,48921,54778,42531,51648,39502,46914,14983,6048,3067,16777,3111,15948,0
661,50000,2,3,1,43,0,0,0,1,0,1,41750,39877,37629,45757,42654,45917,5935,4348,5497,7386,13461,4281,0
662,300000,2,1,1,53,2,2,2,2,2,2,164914,233396,211808,182067,176156,176802,6253,34653,38347,53712,19557,53883,0
663,20000,2,2,2,46,-1,-1,-1,-1,0,0,9243,9451,9033,10906,10669,9551,1448,1469,520,2768,1608,2148,0
664,50000,2,2,1,39,1,2,2,1,1,1,5273,5152,4043,4663,5179,4378,1422,1181,1272,880,1052,200,1
665,200000,1,2,1,48,0,-1,1,0,-1,0,138782,127833,161165,138318,141075,118383,25717,15227,39274,6287,31958,30885,0
666,200000,2,1,2,36,0,0,0,0,0,0,143593,125756,117406,170000,156841,154398,39057,13835,38466,12816,28900,25582,0
667,120000,2,1,2,65,1,2,0,0,1,1,17175,19303,18049,19890,16536,16073,543,2683,5964,1961,2232,4531,0
668,500000,2,3,1,54,1,1,1,0,0,1,152246,144310,130595,155584,110925,142875,11945,35579,24700,49110,20473,32832,0
669,500000,2,1,1,55,-1,0,-1,-1,-1,-1,389061,330010,374664,392644,312449,402752,80142,6618,112958,94066,78495,8425,0
670,20000,2,3,2,54,1,2,1,2,1,1,3834,3732,3214,3375,3881,4009,564,994,845,1162,585,247,0
671,500000,2,4,1,42,1,0,-1,0,1,1,417377,334003,389512,338898,409511,367423,102031,44041,54129,70125,81874,50081,1
672,200000,2,1,1,65,0,1,0,1,0,-1,156655,143360,167498,168059,130663,169587,52893,30128,39684,8058,18962,30358,1
673,200000,2,1,2,30,0,1,0,-1,0,0,70007,68236,82845,76445,84754,63737,16644,18512,27703,13581,10922,20880,0
674,20000,1,2,1,47,0,0,1,0,0,0,6176,5005,6899,6333,4763,6854,974,943,1877,360,564,1996,1
675,200000,1,1,2,24,-1,0,0,0,0,-1,95435,74775,72745,69814,75834,66573,18989,17464,18484,22162,7121,18942,0
676,300000,1,2,1,34,0,-1,-1,-1,-1,-1,94575,134085,100986,112158,124027,116624,30380,43387,9413,12548,33618,23098,0
677,200000,1,2,1,48,0,0,0,-1,0,0,131961,140936,103861,142655,141992,146864,31945,4207,30563,12139,48942,7437,0
678,20000,1,2,1,44,2,2,2,2,2,1,13108,12773,16540,17874,17887,13789,3736,1728,2457,3375,528,3669,1
679,120000,2,2,1,65,-1,-1,0,-1,-1,-1,118046,87506,90620,97418,110338,118945,14106,28514,20475,27894,9345,5776,0
680,500000,2,2,1,49,0,0,0,0,-1,0,38352,36206,42672,31553,35766,37662,10187,10729,10397,5945,12096,1889,0
681,300000,2,2,1,40,0,0,0,1,0,0,261881,203066,231686,180421,183740,255122,17287,45396,44027,5883,24398,26578,1
682,20000,2,1,2,41,2,1,1,2,3,2,7392,7818,7765,5891,6301,5672,1976,747,579,1562,934,1840,0
683,500000,1,2,2,49,0,1,0,-1,0,-1,343307,423119,414357,482598,497480,434992,106739,54614,103655,15078,118787,116348,1
684,500000,1,3,1,58,0,1,2,0,1,1,58555,66540,63791,57280,60247,51051,18566,20169,6480,12569,8216,2312,0
685,50000,1,2,2,33,0,-1,-1,-1,1,-1,33348,24212,28065,26319,26905,23177,1950,6063,3018,5884,4912,7491,1
686,300000,2,2,2,48,1,-1,0,0,-1,0,153184,203812,174214,190470,154317,184520,45014,23288,10773,16915,48955,51391,1
687,80000,1,2,2,48,2,3,3,2,2,3,23862,31701,31775,32003,24215,31501,1342,2017,7136,5356,4997,6905,1
688,200000,2,1,1,21,2,3,2,2,2,2,212732,213669,175054,184753,215212,214015,37838,59326,10283,4072,51666,13246,1
689,120000,2,1,1,63,0,-1,0,-1,0,0,17617,20698,20306,20425,16982,19197,4320,4349,2719,2320,1556,2411,1
690,300000,2,1,1,47,0,-1,0,0,1,1,43007,51885,57052,51734,61678,58809,7732,17533,17888,11608,6555,7011,0
691,500000,1,4,1,32,0,0,0,0,-1,-1,302704,285307,364658,300223,325869,327887,40008,43977,61813,34158,102392,75812,0
692,300000,1,1,1,50,0,-1,-1,-1,-1,-1,150427,161428,144700,187473,182212,151774,36954,21821,45607,6696,58818,32479,1
693,500000,1,3,2,52,1,2,2,3,2,2,159164,167956,124696,128444,127089,165315,37895,19474,22769,31148,36385,18430,1
694,500000,1,1,2,64,2,0,1,1,2,1,166393,192511,139549,201693,144804,179512,35334,34463,11026,53446,8729,22019,1
695,20000,1,2,1,22,1,0,0,0,1,1,3877,3879,4126,4074,3544,3429,753,490,1115,1241,1028,655,0
696,50000,2,2,2,40,0,0,0,0,0,0,49338,48032,37795,51250,38520,42811,12477,2120,5164,15832,1014,12799,0
697,300000,2,2,1,29,0,0,-1,0,0,1,161834,159599,213030,154761,211436,154998,24760,19631,72199,28442,45852,9556,0
698,200000,2,3,2,47,-1,-1,-1,-1,-1,-1,59738,49857,66186,53402,62768,62114,2550,4598,7048,8246,15242,16118,0
699,20000,2,4,2,44,1,0,0,1,2,1,8000,8739,6857,9709,7936,7593,1578,2526,1997,2071,1275,2646,1
700,20000,1,3,1,43,0,0,-1,0,0,-1,17730,17755,19978,20800,18474,19228,4587,1735,3655,5856,3290,5141,1
701,120000,2,1,2,67,-1,-1,0,0,0,1,110087,93080,97376,123696,109112,117817,13069,15956,29008,21876,28893,19524,1
702,200000,2,3,3,45,1,-1,-1,0,1,1,23778,24358,20649,20116,22998,26389,1579,5894,1660,7008,7251,6899,0
703,50000,2,1,2,40,3,4,3,3,4,3,39661,34098,30168,35249,28328,32765,12727,2361,6911,8120,2336,9961,0
704,50000,2,3,2,24,-1,-1,-1,-1,-1,0,8666,9627,10811,9127,8972,10971,2643,1880,620,1110,589,3001,0
705,20000,1,2,2,34,0,0,-1,0,1,0,4152,4321,5711,4580,4117,5258,930,1294,1632,1291,938,127,0
706,120000,1,2,1,63,0,-1,-1,1,-1,-1,102073,94187,85750,105911,122677,84407,28537,20037,8383,7387,11795,5350,0
707,20000,1,1,1,42,-1,-1,-1,-1,-1,-1,18445,19503,16441,19665,17408,17319,6265,3494,2648,6466,1463,958,0
708,200000,2,1,2,63,0,1,0,-1,1,1,21984,28140,24161,24850,26908,23623,4569,8352,5713,3288,2345,720,0
709,120000,2,1,1,46,0,0,0,0,-1,0,122774,92477,107115,94740,124062,90031,12348,30757,19046,23312,10539,23029,1
710,120000,1,3,2,46,0,-1,-1,-1,-1,-1,100076,100559,74646,100385,82577,87141,23098,29255,20679,22722,14653,9431,1
711,200000,2,3,1,41,-1,-1,-1,-1,-1,0,157673,176290,178941,188284,132014,133823,50741,27285,44215,9722,44653,34559,0
712,120000,2,4,1,47,2,1,1,1,1,1,94773,108886,113491,91400,90369,109677,23479,24157,7153,23593,26501,26301,1
713,300000,1,1,1,24,0,1,0,0,-1,0,130271,164806,153387,181883,170503,150772,3733,31938,42218,22353,33981,29067,0
714,300000,1,2,3,23,0,0,-1,0,0,0,290772,269563,327489,328249,286521,250224,93818,32372,52316,47855,13404,9935,1
715,500000,2,2,1,43,0,-1,-1,-1,0,0,122828,131122,126643,106966,98185,123116,33005,21458,27514,5546,23767,14866,0
716,300000,2,2,1,49,0,1,0,1,1,1,183831,157658,164766,171985,131609,181666,28053,46297,15071,49416,22225,5258,0
717,120000,2,2,1,46,2,1,2,1,2,0,42061,37365,47408,49415,45398,49357,14547,4452,7567,15016,12568,15809,1
718,120000,1,2,2,41,1,0,1,1,1,2,86502,96326,99159,109858,109725,116050,22330,30203,28722,7064,20080,14140,0
719,50000,2,2,3,34,0,1,0,0,0,0,5378,6063,6285,5008,5204,7109,1572,2104,2046,1443,1251,364,0
720,200000,1,1,1,54,0,-1,0,0,-1,0,79684,92430,83919,96089,103106,86627,26394,11205,27673,30396,8868,1804,0
721,20000,2,2,2,49,0,0,0,0,0,1,18529,18271,17102,17520,14790,15798,612,1105,4293,912,4362,3503,1
722,500000,1,2,1,23,0,1,0,-1,0,-1,192396,166070,148706,180325,142449,163325,53016,55777,6846,62960,39488,36735,1
723,300000,1,1,2,42,0,0,-1,-1,1,1,93287,75455,74080,66999,77075,96507,13759,5768,12302,1440,11054,33615,0
724,20000,2,4,1,54,0,-1,-1,0,0,-1,6736,7025,5881,5028,6475,4963,2066,1928,492,1498,2188,571,1
725,300000,2,2,2,57,0,0,-1,-1,0,1,183723,196550,209119,245617,232831,223936,56960,6467,52324,50163,16980,7916,1
726,20000,2,3,2,34,-1,0,0,-1,1,0,6912,5144,5729,6365,6348,5748,2028,502,419,2138,168,1593,0
727,300000,2,2,2,64,-1,-1,-1,0,-1,-1,139976,147506,113452,153104,117994,147535,38792,15613,38868,20144,32074,17779,0
728,20000,2,3,1,51,-1,0,0,0,0,0,10126,13447,13021,10992,11005,10647,2856,1587,1096,1528,2401,1374,1
729,120000,2,3,2,41,2,1,1,1,1,2,113482,122206,118047,128565,108513,130478,13375,39517,4414,38225,6142,41694,1
730,200000,2,3,3,50,0,1,0,0,0,1,172165,155690,153733,131624,154550,189341,26539,12120,45869,33501,11226,39737,1
731,300000,2,2,2,61,1,1,0,2,2,1,77214,67791,75840,75713,66350,57883,4475,5240,6579,16518,4192,8804,0
732,80000,1,2,2,31,0,0,1,-1,0,0,60356,80992,80796,81766,70218,78768,17750,20106,2256,19022,5270,26283,1
733,500000,2,1,2,28,2,2,0,1,1,0,495628,494454,361737,404783,360295,402710,115571,165278,72660,99281,62066,43309,1
734,300000,1,2,1,41,1,0,2,2,1,1,266884,192009,234453,210907,209146,219475,59300,28506,79678,7547,7700,5945,1
735,50000,2,1,2,24,0,-1,-1,-1,-1,0,31649,31047,24959,31501,23048,24621,3203,8542,2702,1854,4411,2368,0
736,200000,1,1,1,60,2,3,3,4,3,3,17794,23230,22551,24654,23095,23224,3967,702,3492,1967,5075,802,1
737,300000,2,1,2,66,0,-1,-1,-1,0,-1,194179,177679,237631,227135,211823,204860,33010,51871,23350,17793,55080,31662,0
738,80000,2,2,1,49,0,0,0,1,0,1,46733,36613,34877,42306,46397,47590,16283,9472,7119,12613,15412,14003,0
739,300000,2,1,1,67,1,1,1,1,1,0,95258,83926,103129,119480,85652,113998,29035,26510,13047,17944,4044,38965,1
740,500000,2,2,2,24,0,0,-1,0,-1,0,21977,31440,24436,29293,25003,25539,4254,7242,5257,5316,790,6412,1
741,300000,1,3,2,50,-1,0,0,1,-1,0,88237,77493,80926,77184,69632,64023,25305,25622,14384,3820,4589,20847,0
742,300000,2,3,2,41,1,0,-1,-1,-1,0,152564,204233,158675,187771,157340,155384,11333,30359,51814,57701,20660,24055,0
743,200000,2,2,3,34,0,-1,-1,-1,-1,-1,29713,24316,34226,25490,33690,27621,1588,6364,8252,596,6514,3311,0
744,50000,2,2,1,35,-1,-1,-1,-1,-1,-1,39768,37684,34318,37922,28750,39853,9071,9776,8416,1800,615,2825,0
745,300000,2,2,1,46,0,-1,0,0,-1,-1,243833,248010,220934,283948,217322,239194,63357,26943,39886,81775,54000,44320,0
746,80000,2,2,1,51,-1,-1,-1,-1,-1,-1,32612,32744,31020,26382,26507,30735,1223,10602,3723,1664,8900,3930,0
747,120000,2,2,2,28,-1,0,0,1,0,0,14183,14842,11997,13598,13499,17286,1224,4113,1482,3832,1382,959,0
748,80000,2,1,2,49,-1,1,0,0,0,0,13382,15903,14786,12843,16650,13353,2640,4864,2754,1741,381,4373,0
749,80000,1,4,2,64,0,1,0,0,-1,0,26181,32667,31080,27002,37129,31820,1066,4562,2589,7455,9971,1935,0
750,50000,2,1,2,21,-1,-1,0,0,0,0,38987,41673,33722,48737,40051,47159,6235,12402,2148,1784,10978,12455,0
751,500000,2,3,1,62,-1,0,-1,0,-1,-1,305791,385773,294370,361015,288015,342142,54762,47813,42059,47876,9895,14528,0
752,50000,2,2,2,49,-1,1,0,-1,0,0,50047,43877,36519,42783,43921,37136,16225,14841,2302,7650,9825,7202,0
753,20000,1,1,2,37,1,1,1,1,1,1,23380,23159,21878,16896,19983,22176,2903,646,2103,3826,2001,5381,1
754,500000,2,3,2,55,3,1,2,1,1,2,96535,97210,129184,102145,117738,138652,7303,21807,25392,30230,26944,13504,0
755,120000,2,1,1,50,0,0,0,1,1,0,71761,90885,71455,92676,69097,94694,1613,5183,20059,9330,17944,4257,0
756,120000,2,3,1,57,-1,-1,-1,-1,0,-1,62520,68869,49889,52109,50342,65105,3759,17711,4698,12372,4707,14050,0
757,300000,2,2,1,24,1,1,1,1,0,1,154667,180470,179288,146147,133270,171533,41417,25268,50424,10242,14133,37558,0
758,80000,2,1,1,23,2,2,2,2,2,1,26248,28398,25151,33792,26875,29855,4378,8727,632,9543,5961,3670,0
759,20000,1,1,2,51,0,-1,0,0,0,0,6751,7385,6881,7710,7709,6714,577,2274,2401,2528,1635,967,0
760,300000,2,3,1,35,0,0,0,0,1,0,185450,234285,223763,234105,239898,242649,60808,33144,42646,8334,74952,8504,0
761,50000,1,2,2,32,-1,0,-1,-1,-1,-1,32390,29947,26429,26983,28515,27304,9065,8603,4679,1250,5372,3211,0
762,120000,1,3,2,40,-1,-1,1,0,0,1,33923,49387,49564,39185,46597,47540,1958,12088,11631,10967,13229,14797,0
763,500000,2,3,2,55,3,2,2,2,2,2,86485,71069,63880,91434,70296,74501,9405,11425,11294,28388,18386,5701,1
764,500000,2,2,1,29,1,0,0,0,-1,0,276187,249055,342072,337428,244038,321022,82943,33191,52900,78928,58491,56004,0
765,80000,2,2,1,66,0,0,-1,0,0,0,58664,67006,57071,65835,64056,67808,14578,5990,8128,11336,5334,16501,0
766,300000,1,3,1,40,1,0,-1,-1,0,0,176314,167779,150010,180525,154516,195259,58541,6855,51406,49426,17182,55639,0
767,200000,1,4,1,28,2,1,1,0,2,0,8361,8907,8989,8579,11039,8171,377,1698,2735,1020,2285,382,0
768,120000,2,1,1,24,0,0,0,0,1,1,43667,35145,45017,39151,44420,39537,12047,6966,8363,13596,1855,8512,1
769,20000,1,2,2,61,1,1,0,1,1,1,17018,18911,16046,13012,13356,14051,769,3149,4750,3901,465,3189,1
770,80000,1,1,1,26,0,-1,0,-1,0,0,69663,62415,49979,53450,53266,51261,9132,20827,3458,16716,1940,4364,0
771,200000,1,2,1,40,0,0,0,0,1,1,10648,12869,12653,10832,9508,10812,2850,315,2463,3272,3080,326,0
772,500000,2,3,1,52,-1,0,0,0,0,-1,241499,232675,212817,198760,289053,296607,61493,69942,35871,65163,71491,88579,0
773,20000,2,2,2,45,1,0,1,0,1,0,8316,8973,7637,8297,7724,11083,172,2550,971,342,2287,1831,1
774,300000,2,2,2,33,3,3,3,2,4,2,205084,178242,164837,173446,221712,207386,17768,48194,53256,55476,74922,8307,1
775,300000,2,2,2,26,0,0,-1,0,0,0,51046,47842,55636,46171,45033,54570,14136,9244,16397,4711,11317,11500,0
776,500000,1,1,2,54,0,-1,0,-1,0,1,310651,264704,276388,366933,331513,288796,19145,21922,88261,50830,63006,41696,0
777,80000,1,2,2,44,0,-1,-1,0,0,-1,65573,61147,66600,90088,66548,67987,8374,18634,15292,12818,11850,3159,1
778,20000,2,3,2,23,0,0,-1,-1,-1,1,7302,7880,9457,6955,9015,8694,589,2093,1363,672,2399,997,1
779,50000,1,2,1,29,1,0,0,0,0,0,14843,20235,19245,16441,19681,20530,842,5965,5191,2707,6030,2624,0
780,300000,1,2,2,47,1,1,1,1,1,1,19748,20753,19461,24242,17211,23348,5847,2029,1086,4528,5056,4896,0
781,500000,1,3,2,28,0,0,-1,-1,0,-1,51095,49852,51208,43015,44291,41666,2056,10117,15440,2970,8090,6379,0
782,200000,1,1,1,39,0,0,0,0,0,0,222361,183986,168750,206232,185546,177264,43782,28934,4977,28592,51073,9804,1
783,20000,2,2,2,26,0,0,0,0,0,0,17121,19864,19608,16394,19898,16070,4255,4590,5686,2211,3527,3690,0
784,20000,2,1,2,58,-1,-1,-1,-1,-1,-1,808,1092,918,1041,1112,1096,31,293,231,252,163,285,0
785,120000,1,4,2,50,-1,0,1,0,0,0,100374,122557,114638,99036,104337,101049,22988,9476,5639,20961,12335,18937,1
786,200000,2,3,1,57,-1,0,0,0,-1,-1,36438,47948,46609,46453,49448,41050,4745,3712,3193,11906,1879,1679,0
787,20000,2,2,2,23,0,0,1,0,0,1,12594,10337,10973,11771,10250,12049,3716,355,1857,3280,885,651,1
788,200000,2,1,2,38,1,0,1,0,-1,0,111754,136943,119452,121401,159222,111464,31651,9842,14209,29149,41541,36976,1
789,120000,2,1,1,33,1,1,1,1,1,1,55707,52907,44025,44894,54277,43995,15708,5251,13480,4471,4161,3629,1
790,20000,2,2,1,50,1,2,1,1,1,1,12631,13012,12199,11121,11618,12063,1914,571,1020,2065,3687,1465,0
791,20000,2,2,1,59,0,0,1,0,1,0,12906,13177,14442,15525,15377,11846,3761,1810,2276,2700,706,2924,0
792,120000,1,4,1,31,1,-1,0,-1,0,1,32303,27571,30806,27431,26659,28427,7361,6694,3264,1218,982,7996,0
793,300000,1,3,3,57,0,-1,-1,0,0,1,315594,331990,357206,258335,324147,357518,45750,93526,22136,81421,57943,114633,1
794,300000,1,2,2,48,-1,-1,0,-1,1,0,86215,86155,81349,73586,57887,60999,4019,11555,8599,3692,5411,9174,0
795,120000,2,3,1,59,0,0,0,0,0,0,5872,6253,7651,5722,5863,5846,246,298,2324,1958,316,2031,1
796,80000,1,4,1,24,0,0,1,0,1,0,91357,66000,80075,87780,78233,81817,9406,17859,20508,2675,3110,4441,0
797,500000,1,2,3,67,1,0,1,2,0,0,199181,258934,203666,258912,262736,237380,23675,38604,65519,67522,50972,69494,1
798,120000,2,2,1,41,-1,-1,0,-1,-1,-1,48283,55607,53510,43671,60582,61097,15744,5725,8226,5017,6398,6708,1
799,80000,1,3,2,34,-1,-1,0,0,-1,-1,29032,21216,21738,25600,25512,20123,10160,3719,2159,8155,5189,6625,0
800,120000,1,1,1,29,-1,-1,-1,-1,-1,0,7807,7652,6867,8880,9405,9478,526,2602,196,2592,648,2908,1
801,20000,1,3,1,67,0,-1,0,1,1,0,5275,6094,5493,5375,6682,5940,1746,871,1007,151,187,1613,1
802,80000,2,1,2,62,0,0,1,0,0,0,27831,36912,31929,35491,37482,30093,7045,12425,1057,966,1086,6597,0
803,120000,1,2,1,27,0,0,1,-1,0,0,56172,72683,70808,64372,55191,65435,10366,7526,1516,14100,3155,5939,0
804,500000,1,3,2,41,0,0,1,-1,0,1,228095,208775,228855,240380,240047,233612,76422,11447,50245,16674,67859,40282,0
805,300000,1,2,1,55,2,2,2,2,3,2,258535,236701,213893,272423,265479,232706,66060,17011,15912,6721,44603,7325,0
806,300000,2,2,2,48,0,2,1,1,1,1,280962,303249,322347,284022,308038,245262,60661,83498,65993,96386,69577,62321,1
807,120000,2,2,2,29,0,0,0,1,0,1,47134,35450,43379,45396,43323,38332,4201,6998,9077,10388,13375,2232,0
808,20000,2,1,2,37,2,1,3,3,3,1,15580,19332,17108,18978,21821,19750,1568,4099,4428,447,1967,2078,1
809,80000,2,1,1,38,0,0,-1,1,0,-1,79664,71389,63154,76342,82898,58410,25555,24225,9247,13884,25494,5891,0
810,500000,2,2,2,34,2,1,1,1,1,1,482769,438207,397893,465664,478538,391281,43914,81767,100548,33521,127319,109567,0
811,20000,2,2,3,66,0,-1,-1,-1,-1,-1,15956,16187,16825,15414,16160,13497,489,948,2368,4403,4210,2054,0
812,500000,2,2,1,30,0,0,0,0,-1,0,129350,96434,104635,106179,120134,127018,13951,24794,5469,3128,36922,24946,0
813,200000,2,1,1,54,-1,0,0,-1,0,0,53803,51473,54497,47104,48660,55195,9608,4560,6664,6707,2994,4903,1
814,50000,2,3,2,63,-1,-1,-1,-1,-1,0,38448,48598,41587,45328,45475,36953,5615,10298,935,4467,9020,4813,0
815,300000,2,2,1,58,0,1,-1,0,1,-1,164098,159994,178630,146911,188862,189676,53957,48309,30833,50491,33913,35834,0
816,300000,2,2,2,58,-1,-1,-1,-1,-1,-1,314463,310500,217327,222933,304577,290358,49725,55094,57440,10205,72830,24415,0
817,20000,1,2,2,28,1,-1,0,1,0,0,16038,12989,14646,14805,16231,17110,5026,1606,4085,3813,1599,4237,1
818,20000,1,1,1,27,0,-1,-1,0,-1,-1,4164,5563,4706,3992,4627,5038,900,1167,454,709,286,847,1
819,200000,2,3,2,57,-1,-1,-1,-1,-1,-1,86591,72473,77336,79166,82333,81588,16708,4485,4242,22913,28095,28115,0
820,500000,2,2,2,56,3,4,3,3,3,3,546134,583305,583639,462411,558428,543263,39793,70869,47386,41941,96984,55062,1
821,20000,1,1,1,55,-1,0,0,0,0,0,1139,1017,1362,1318,1470,1277,124,189,469,398,141,192,0
822,200000,2,4,2,40,2,3,2,2,2,2,154061,149420,132014,174833,175425,169562,47168,15520,16236,58327,10956,55131,1
823,20000,2,3,1,45,-1,0,0,-1,1,0,22401,17098,21707,22539,21565,22816,6213,563,3509,2035,4655,7127,0
824,200000,2,3,1,21,0,-1,0,-1,-1,-1,29073,27738,24531,34270,31457,29149,4874,5910,1102,3430,2163,5240,0
825,200000,1,3,2,34,1,0,-1,0,0,0,53633,52503,71519,72131,51181,62911,17161,8002,20059,24381,4115,3824,0
826,20000,1,3,1,45,0,-1,0,1,0,0,11631,10008,11069,9462,12552,11205,3376,1490,1859,1544,4195,1735,1
827,200000,2,2,2,26,-1,0,-1,0,-1,-1,177200,141115,149994,156244,160681,184143,10098,49241,7325,46190,4760,39373,0
828,500000,2,2,1,27,2,2,1,1,1,3,255311,213357,241495,244063,304376,285009,56157,12137,42520,72731,24853,29611,1
829,500000,2,2,2,23,0,0,1,0,1,0,54187,54990,43581,41880,40671,53600,15368,3897,11129,5133,9822,4452,1
830,20000,2,2,1,30,1,1,2,0,1,0,3234,3261,3895,3784,3900,2741,927,1008,685,298,357,535,0
831,50000,2,1,2,67,0,0,0,0,0,0,23341,16593,18705,23486,20149,24040,1170,1045,6353,3310,1612,1877,1
832,50000,1,1,2,53,0,0,1,0,0,0,19775,20819,15179,18453,15074,16545,1861,6720,4669,3973,3069,5105,0
833,120000,1,2,2,65,-1,0,0,-1,-1,1,34356,32651,34455,35412,31860,27514,5369,7893,6542,6517,7954,1224,1
834,50000,1,3,3,33,3,3,3,2,2,3,43063,38600,37730,46273,45892,37692,4437,7499,12464,12176,7439,13035,1
835,300000,2,3,2,49,0,1,-1,0,-1,-1,18350,20374,17496,20390,23224,17288,1026,2279,5034,4100,6452,3414,1
836,300000,2,2,2,62,-1,-1,-1,-1,-1,-1,275273,251513,269612,217220,272992,248257,62625,34866,38157,62085,78899,85543,0
837,300000,1,1,2,37,0,-1,-1,0,-1,-1,231106,287071,224235,330476,285222,228051,43324,83986,61567,17944,64351,61117,0
838,50000,2,2,2,51,-1,0,0,0,1,1,32740,37160,36834,35012,27074,28101,2329,1448,6885,5773,5703,1979,0
839,20000,1,2,2,53,3,4,3,3,3,4,10604,13377,13236,12159,14787,10357,2264,3660,2619,307,4279,984,1
840,500000,1,3,2,60,2,3,2,3,2,2,94653,111511,84111,79686,111686,81411,3830,32692,16132,4770,2787,4501,1
841,80000,1,3,1,66,-1,0,0,0,0,0,50775,51548,46761,52912,52515,56622,7433,13040,13336,6846,9899,14755,0
842,200000,1,3,2,49,3,3,3,3,3,3,78354,96793,73276,90752,65902,82313,22059,3676,23677,28813,4117,6227,1
843,500000,2,3,2,48,1,1,1,2,1,1,127714,134786,133841,134377,145616,109232,40065,35728,16789,19545,13558,27942,0
844,20000,1,4,1,61,0,0,0,0,0,-1,10277,12968,12450,14524,10988,12414,1037,3354,2886,1601,3660,3769,0
845,20000,2,2,1,53,1,0,0,-1,0,1,826,983,995,857,1063,934,250,23,226,206,22,145,0
846,20000,2,1,3,37,-1,-1,-1,-1,-1,-1,6057,6827,6111,7291,5114,6314,1903,2146,1911,1838,620,1503,0
847,50000,1,1,1,50,0,1,0,0,-1,0,38668,27337,37630,35518,28253,31544,8517,1739,6306,6351,2004,9949,0
848,20000,1,2,1,46,-1,0,-1,0,1,0,11168,8198,7974,10545,8406,10240,3843,2763,659,1214,1750,2749,0
849,300000,2,2,1,31,-1,-1,-1,-1,0,0,65189,49169,64478,64384,60766,47290,6599,2131,5610,7700,18145,2986,1
850,200000,1,1,1,45,1,1,3,2,3,3,7564,8180,7871,10196,9549,7993,323,806,290,828,1422,931,1
851,500000,2,4,2,50,4,3,2,3,2,3,139631,176674,172491,139172,165842,182107,41656,43776,9183,19435,49134,35831,1
852,300000,1,1,2,63,1,0,0,1,0,0,169119,186951,171297,196882,161632,165869,30780,12205,20453,14869,26714,17782,1
853,500000,2,4,3,48,0,0,-1,-1,0,0,294950,239297,234991,283558,321504,239801,39620,19392,12653,65832,102876,44831,1
854,50000,2,3,2,28,0,-1,-1,0,-1,0,9184,8245,8018,6948,8312,7533,351,195,2465,2190,2489,2519,0
855,80000,1,2,2,67,-1,-1,-1,0,0,0,56561,45539,59247,54283,43326,55304,2337,13331,8262,5640,3423,9376,0
856,300000,1,2,1,48,0,-1,-1,0,0,1,301066,341354,341939,301527,333828,255274,15034,11064,48416,30131,104178,27148,0
857,50000,2,2,2,34,0,0,0,-1,-1,0,31020,35403,33031,30778,30692,28562,2500,8098,8917,9737,2564,1952,0
